MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 30, max_th = -6.121728e-02, time=2025-04-10 19:57:02 
jj1 = 118, max_th = 1.872085e+00, time=2025-04-11 03:50:43 
jj1 = 77, max_th = 2.782591e+00, time=2025-04-11 03:51:04 
jj1 = 76, max_th = 9.007748e-02, time=2025-04-11 03:52:43 
jj1 = 389, max_th = 1.901930e+00, time=2025-04-11 03:53:46 
jj1 = 75, max_th = 3.227570e+00, time=2025-04-11 03:54:00 
jj1 = 154, max_th = 2.044916e+00, time=2025-04-11 03:58:47 
jj1 = 312, max_th = 1.453017e+00, time=2025-04-11 04:04:02 
jj1 = 353, max_th = 1.626235e+00, time=2025-04-11 04:05:42 
jj1 = 278, max_th = 2.306657e+00, time=2025-04-11 04:07:10 
jj1 = 425, max_th = 1.986755e+00, time=2025-04-11 04:09:57 
jj1 = 467, max_th = 2.017878e+00, time=2025-04-11 04:10:21 
jj1 = 74, max_th = 1.702426e+00, time=2025-04-11 04:10:48 
jj1 = 194, max_th = 1.975891e+00, time=2025-04-11 04:12:03 
jj1 = 153, max_th = 1.477979e+00, time=2025-04-11 04:12:15 
jj1 = 232, max_th = 1.586462e+00, time=2025-04-11 04:12:24 
jj1 = 277, max_th = 2.638585e+00, time=2025-04-11 04:13:21 
jj1 = 231, max_th = 3.043825e+00, time=2025-04-11 04:14:28 
jj1 = 506, max_th = 2.025690e+00, time=2025-04-11 04:16:20 
jj1 = 311, max_th = 1.589086e+00, time=2025-04-11 04:17:22 
jj1 = 117, max_th = 1.974142e+00, time=2025-04-11 04:18:12 
jj1 = 388, max_th = 1.794408e+00, time=2025-04-11 04:18:41 
jj1 = 73, max_th = 1.119191e+00, time=2025-04-11 04:20:31 
jj1 = 152, max_th = 1.447805e+00, time=2025-04-11 04:22:05 
jj1 = 466, max_th = 1.247458e+00, time=2025-04-11 04:23:20 
jj1 = 352, max_th = 2.320104e+00, time=2025-04-11 04:23:28 
jj1 = 116, max_th = 9.801802e-01, time=2025-04-11 04:26:21 
jj1 = 424, max_th = 1.648807e+00, time=2025-04-11 04:26:52 
jj1 = 193, max_th = 1.543757e+00, time=2025-04-11 04:27:43 
jj1 = 387, max_th = 1.243309e+00, time=2025-04-11 04:31:46 
jj1 = 230, max_th = 2.117033e+00, time=2025-04-11 04:36:24 
jj1 = 310, max_th = 1.807302e+00, time=2025-04-11 04:37:31 
jj1 = 386, max_th = 8.471772e-01, time=2025-04-11 04:38:04 
jj1 = 151, max_th = 1.863042e+00, time=2025-04-11 04:39:16 
jj1 = 351, max_th = 1.447565e+00, time=2025-04-11 04:43:26 
jj1 = 276, max_th = 1.996592e+00, time=2025-04-11 04:45:48 
jj1 = 465, max_th = 2.472285e+00, time=2025-04-11 04:46:18 
jj1 = 385, max_th = 1.133160e+00, time=2025-04-11 04:48:22 
jj1 = 423, max_th = 1.939485e+00, time=2025-04-11 04:49:20 
jj1 = 150, max_th = 2.753094e+00, time=2025-04-11 04:49:36 
jj1 = 72, max_th = 2.072348e+00, time=2025-04-11 04:50:11 
jj1 = 192, max_th = 2.174160e+00, time=2025-04-11 04:52:25 
jj1 = 309, max_th = 2.506572e+00, time=2025-04-11 04:53:47 
jj1 = 229, max_th = 2.322367e+00, time=2025-04-11 04:54:17 
jj1 = 464, max_th = 2.547054e+00, time=2025-04-11 04:54:39 
jj1 = 115, max_th = 1.939161e+00, time=2025-04-11 04:55:30 
jj1 = 228, max_th = 1.148006e+00, time=2025-04-11 05:01:41 
jj1 = 275, max_th = 1.583950e+00, time=2025-04-11 05:04:31 
jj1 = 463, max_th = 1.467023e+00, time=2025-04-11 05:07:09 
jj1 = 422, max_th = 1.670316e+00, time=2025-04-11 05:07:42 
jj1 = 350, max_th = 2.044726e+00, time=2025-04-11 05:11:34 
jj1 = 149, max_th = 2.165226e+00, time=2025-04-11 05:12:18 
jj1 = 384, max_th = 1.932899e+00, time=2025-04-11 05:13:11 
jj1 = 462, max_th = 3.057488e+00, time=2025-04-11 05:13:26 
jj1 = 191, max_th = 2.488576e+00, time=2025-04-11 05:15:02 
jj1 = 349, max_th = 2.909021e+00, time=2025-04-11 05:15:11 
jj1 = 71, max_th = 1.855653e+00, time=2025-04-11 05:15:31 
jj1 = 505, max_th = 1.583977e+00, time=2025-04-11 05:17:15 
jj1 = 308, max_th = 2.044731e+00, time=2025-04-11 05:17:17 
jj1 = 227, max_th = 1.555449e+00, time=2025-04-11 05:21:41 
jj1 = 148, max_th = 1.338145e+00, time=2025-04-11 05:25:21 
jj1 = 114, max_th = 2.723948e+00, time=2025-04-11 05:25:29 
jj1 = 274, max_th = 1.849504e+00, time=2025-04-11 05:28:19 
jj1 = 307, max_th = 2.592911e+00, time=2025-04-11 05:34:24 
jj1 = 113, max_th = 1.300513e+00, time=2025-04-11 05:35:10 
jj1 = 504, max_th = 4.969612e-01, time=2025-04-11 05:36:11 
jj1 = 70, max_th = 1.692111e+00, time=2025-04-11 05:38:06 
jj1 = 461, max_th = 1.743460e+00, time=2025-04-11 05:38:16 
jj1 = 190, max_th = 1.512660e+00, time=2025-04-11 05:39:13 
jj1 = 348, max_th = 1.646323e+00, time=2025-04-11 05:40:48 
jj1 = 383, max_th = 1.490170e+00, time=2025-04-11 05:43:08 
jj1 = 226, max_th = 1.745511e+00, time=2025-04-11 05:43:29 
jj1 = 147, max_th = 1.363679e+00, time=2025-04-11 05:43:51 
jj1 = 225, max_th = -1.782121e-01, time=2025-04-11 05:44:20 
jj1 = 421, max_th = 1.972577e+00, time=2025-04-11 05:45:19 
jj1 = 460, max_th = 1.302093e+00, time=2025-04-11 05:45:26 
jj1 = 112, max_th = 1.396979e+00, time=2025-04-11 05:47:32 
jj1 = 273, max_th = 2.018344e+00, time=2025-04-11 05:49:41 
jj1 = 306, max_th = 1.646164e+00, time=2025-04-11 05:51:55 
jj1 = 189, max_th = 1.373421e+00, time=2025-04-11 05:52:59 
jj1 = 146, max_th = 1.301828e+00, time=2025-04-11 05:53:36 
jj1 = 347, max_th = 2.048801e+00, time=2025-04-11 05:57:06 
jj1 = 420, max_th = 2.501386e+00, time=2025-04-11 05:57:11 
jj1 = 305, max_th = 2.417102e+00, time=2025-04-11 06:00:38 
jj1 = 69, max_th = 1.520681e+00, time=2025-04-11 06:01:09 
jj1 = 503, max_th = 2.083632e+00, time=2025-04-11 06:02:37 
jj1 = 224, max_th = 2.239339e+00, time=2025-04-11 06:03:04 
jj1 = 382, max_th = 1.304538e+00, time=2025-04-11 06:03:55 
jj1 = 459, max_th = 1.594943e+00, time=2025-04-11 06:05:05 
jj1 = 346, max_th = 2.770152e+00, time=2025-04-11 06:05:29 
jj1 = 145, max_th = 1.262018e+00, time=2025-04-11 06:05:30 
jj1 = 272, max_th = 1.687106e+00, time=2025-04-11 06:13:38 
jj1 = 304, max_th = 2.550559e+00, time=2025-04-11 06:14:09 
jj1 = 458, max_th = 1.229796e+00, time=2025-04-11 06:14:56 
jj1 = 223, max_th = 2.722438e+00, time=2025-04-11 06:16:00 
jj1 = 111, max_th = 2.095610e+00, time=2025-04-11 06:16:50 
jj1 = 188, max_th = 2.207204e+00, time=2025-04-11 06:17:10 
jj1 = 419, max_th = 1.513037e+00, time=2025-04-11 06:21:06 
jj1 = 345, max_th = 1.871134e+00, time=2025-04-11 06:21:52 
jj1 = 271, max_th = 2.717165e+00, time=2025-04-11 06:22:26 
jj1 = 457, max_th = 1.960119e+00, time=2025-04-11 06:30:02 
jj1 = 381, max_th = 1.985374e+00, time=2025-04-11 06:30:32 
jj1 = 502, max_th = 2.080763e+00, time=2025-04-11 06:30:56 
jj1 = 222, max_th = 1.749716e+00, time=2025-04-11 06:31:13 
jj1 = 303, max_th = 1.496766e+00, time=2025-04-11 06:31:25 
jj1 = 144, max_th = 2.111019e+00, time=2025-04-11 06:32:12 
jj1 = 270, max_th = 2.772377e+00, time=2025-04-11 06:32:20 
jj1 = 68, max_th = 2.170675e+00, time=2025-04-11 06:32:35 
jj1 = 143, max_th = 2.977891e+00, time=2025-04-11 06:34:34 
jj1 = 418, max_th = 1.610490e+00, time=2025-04-11 06:35:31 
jj1 = 187, max_th = 2.331253e+00, time=2025-04-11 06:41:00 
jj1 = 110, max_th = 1.872239e+00, time=2025-04-11 06:43:26 
jj1 = 344, max_th = 2.198246e+00, time=2025-04-11 06:44:23 
jj1 = 269, max_th = 1.378759e+00, time=2025-04-11 06:46:45 
jj1 = 67, max_th = 2.660739e+00, time=2025-04-11 06:47:49 
jj1 = 221, max_th = 2.342384e+00, time=2025-04-11 06:48:10 
jj1 = 456, max_th = 2.420696e+00, time=2025-04-11 06:49:06 
jj1 = 302, max_th = 1.904598e+00, time=2025-04-11 06:51:42 
jj1 = 417, max_th = 2.092375e+00, time=2025-04-11 06:54:19 
jj1 = 343, max_th = 1.266742e+00, time=2025-04-11 06:54:38 
jj1 = 380, max_th = 1.949175e+00, time=2025-04-11 06:57:37 
jj1 = 501, max_th = 2.010686e+00, time=2025-04-11 06:59:14 
jj1 = 142, max_th = 1.625072e+00, time=2025-04-11 06:59:43 
jj1 = 301, max_th = 2.599782e+00, time=2025-04-11 07:02:57 
jj1 = 186, max_th = 1.660705e+00, time=2025-04-11 07:05:00 
jj1 = 268, max_th = 2.354776e+00, time=2025-04-11 07:07:21 
jj1 = 109, max_th = 2.424739e+00, time=2025-04-11 07:07:30 
jj1 = 455, max_th = 2.383296e+00, time=2025-04-11 07:09:12 
jj1 = 66, max_th = 1.860757e+00, time=2025-04-11 07:12:40 
jj1 = 342, max_th = 2.365310e+00, time=2025-04-11 07:16:14 
jj1 = 454, max_th = 2.682706e+00, time=2025-04-11 07:17:06 
jj1 = 379, max_th = 1.880546e+00, time=2025-04-11 07:17:12 
jj1 = 220, max_th = 2.053093e+00, time=2025-04-11 07:17:24 
jj1 = 141, max_th = 2.263834e+00, time=2025-04-11 07:19:09 
jj1 = 300, max_th = 2.287058e+00, time=2025-04-11 07:21:05 
jj1 = 416, max_th = 1.888646e+00, time=2025-04-11 07:21:39 
jj1 = 500, max_th = 2.451496e+00, time=2025-04-11 07:29:49 
jj1 = 108, max_th = 2.136041e+00, time=2025-04-11 07:32:01 
jj1 = 267, max_th = 1.936104e+00, time=2025-04-11 07:34:34 
jj1 = 140, max_th = 1.873655e+00, time=2025-04-11 07:35:42 
jj1 = 139, max_th = 2.942724e+00, time=2025-04-11 07:38:40 
jj1 = 453, max_th = 2.001686e+00, time=2025-04-11 07:39:24 
jj1 = 299, max_th = 1.732543e+00, time=2025-04-11 07:40:15 
jj1 = 219, max_th = 1.820976e+00, time=2025-04-11 07:41:54 
jj1 = 341, max_th = 2.080569e+00, time=2025-04-11 07:42:24 
jj1 = 107, max_th = 1.272044e+00, time=2025-04-11 07:43:05 
jj1 = 378, max_th = 1.819499e+00, time=2025-04-11 07:44:07 
jj1 = 415, max_th = 2.194625e+00, time=2025-04-11 07:45:04 
jj1 = 106, max_th = -1.203889e-01, time=2025-04-11 07:45:15 
jj1 = 65, max_th = 2.180984e+00, time=2025-04-11 07:45:45 
jj1 = 340, max_th = 9.868152e-01, time=2025-04-11 07:49:38 
jj1 = 748, max_th = 1.274052e+00, time=2025-04-11 07:49:40 
jj1 = 185, max_th = 1.619772e+00, time=2025-04-11 07:54:19 
jj1 = 377, max_th = 1.551996e+00, time=2025-04-11 07:55:32 
jj1 = 218, max_th = 1.624247e+00, time=2025-04-11 07:55:54 
jj1 = 298, max_th = 1.511652e+00, time=2025-04-11 07:56:34 
jj1 = 452, max_th = 8.363134e-01, time=2025-04-11 07:59:03 
jj1 = 499, max_th = 1.842923e+00, time=2025-04-11 07:59:32 
jj1 = 105, max_th = 2.445969e+00, time=2025-04-11 08:00:27 
jj1 = 339, max_th = 1.254959e+00, time=2025-04-11 08:02:59 
jj1 = 266, max_th = 2.233630e+00, time=2025-04-11 08:03:10 
jj1 = 747, max_th = 2.281442e+00, time=2025-04-11 08:06:12 
jj1 = 414, max_th = 2.329048e+00, time=2025-04-11 08:06:15 
jj1 = 297, max_th = 2.272567e+00, time=2025-04-11 08:09:55 
jj1 = 217, max_th = 1.698302e+00, time=2025-04-11 08:10:45 
jj1 = 64, max_th = 1.967801e+00, time=2025-04-11 08:12:42 
jj1 = 451, max_th = 2.583637e+00, time=2025-04-11 08:14:23 
jj1 = 265, max_th = 1.348639e+00, time=2025-04-11 08:16:54 
jj1 = 104, max_th = 1.774242e+00, time=2025-04-11 08:18:24 
jj1 = 184, max_th = 2.120699e+00, time=2025-04-11 08:20:27 
jj1 = 498, max_th = 1.570366e+00, time=2025-04-11 08:20:34 
jj1 = 376, max_th = 1.681867e+00, time=2025-04-11 08:20:37 
jj1 = 708, max_th = 1.619019e+00, time=2025-04-11 08:20:53 
jj1 = 413, max_th = 1.947363e+00, time=2025-04-11 08:25:16 
jj1 = 668, max_th = 2.528852e+00, time=2025-04-11 08:26:56 
jj1 = 338, max_th = 1.812145e+00, time=2025-04-11 08:27:42 
jj1 = 746, max_th = 2.125398e+00, time=2025-04-11 08:28:11 
jj1 = 296, max_th = 1.843361e+00, time=2025-04-11 08:28:27 
jj1 = 63, max_th = 1.659581e+00, time=2025-04-11 08:30:53 
jj1 = 667, max_th = 3.006842e+00, time=2025-04-11 08:30:58 
jj1 = 183, max_th = 1.350476e+00, time=2025-04-11 08:31:29 
jj1 = 412, max_th = 2.737137e+00, time=2025-04-11 08:32:22 
jj1 = 375, max_th = 1.514773e+00, time=2025-04-11 08:33:45 
jj1 = 62, max_th = 2.994660e+00, time=2025-04-11 08:35:38 
jj1 = 264, max_th = 1.699470e+00, time=2025-04-11 08:35:59 
jj1 = 497, max_th = 2.210893e+00, time=2025-04-11 08:41:25 
jj1 = 295, max_th = 1.762957e+00, time=2025-04-11 08:41:50 
jj1 = 103, max_th = 2.045384e+00, time=2025-04-11 08:42:06 
jj1 = 745, max_th = 2.319773e+00, time=2025-04-11 08:46:09 
jj1 = 548, max_th = 2.563124e+00, time=2025-04-11 08:46:57 
jj1 = 666, max_th = 2.061073e+00, time=2025-04-11 08:48:03 
jj1 = 263, max_th = 1.460754e+00, time=2025-04-11 08:50:09 
jj1 = 337, max_th = 2.184481e+00, time=2025-04-11 08:50:50 
jj1 = 262, max_th = 3.204566e+00, time=2025-04-11 08:51:08 
jj1 = 374, max_th = 2.142997e+00, time=2025-04-11 08:51:48 
jj1 = 707, max_th = 1.703434e+00, time=2025-04-11 08:52:18 
jj1 = 182, max_th = 1.957502e+00, time=2025-04-11 08:53:50 
jj1 = 102, max_th = 2.604085e+00, time=2025-04-11 08:57:25 
jj1 = 101, max_th = 3.438853e+00, time=2025-04-11 08:57:49 
jj1 = 608, max_th = 2.353313e+00, time=2025-04-11 08:59:36 
jj1 = 744, max_th = 1.617357e+00, time=2025-04-11 09:00:41 
jj1 = 665, max_th = 2.380781e+00, time=2025-04-11 09:01:00 
jj1 = 547, max_th = 1.677973e+00, time=2025-04-11 09:04:37 
jj1 = 61, max_th = 2.115853e+00, time=2025-04-11 09:04:52 
jj1 = 261, max_th = 1.601980e+00, time=2025-04-11 09:07:50 
jj1 = 706, max_th = 2.614652e+00, time=2025-04-11 09:09:16 
jj1 = 496, max_th = 2.367796e+00, time=2025-04-11 09:10:34 
jj1 = 373, max_th = 2.101345e+00, time=2025-04-11 09:11:47 
jj1 = 181, max_th = 1.650503e+00, time=2025-04-11 09:12:47 
jj1 = 546, max_th = 2.389297e+00, time=2025-04-11 09:13:50 
jj1 = 545, max_th = 2.912702e+00, time=2025-04-11 09:16:27 
jj1 = 607, max_th = 1.578188e+00, time=2025-04-11 09:20:56 
jj1 = 100, max_th = 1.826709e+00, time=2025-04-11 09:21:16 
jj1 = 743, max_th = 1.728188e+00, time=2025-04-11 09:22:50 
jj1 = 768, max_th = 9.646688e-01, time=2025-04-11 09:24:38 
jj1 = 664, max_th = 1.824963e+00, time=2025-04-11 09:25:43 
jj1 = 495, max_th = 1.525358e+00, time=2025-04-11 09:28:00 
jj1 = 180, max_th = 2.350931e+00, time=2025-04-11 09:30:21 
jj1 = 336, max_th = 1.780425e+00, time=2025-04-11 09:30:51 
jj1 = 179, max_th = 6.797940e-01, time=2025-04-11 09:32:49 
jj1 = 705, max_th = 2.168157e+00, time=2025-04-11 09:33:33 
jj1 = 178, max_th = 4.492104e-01, time=2025-04-11 09:34:07 
jj1 = 544, max_th = 2.011524e+00, time=2025-04-11 09:35:48 
jj1 = 335, max_th = 2.781246e+00, time=2025-04-11 09:40:24 
jj1 = 648, max_th = 1.792193e+00, time=2025-04-11 09:40:41 
jj1 = 260, max_th = 1.908491e+00, time=2025-04-11 09:40:52 
jj1 = 606, max_th = 1.921598e+00, time=2025-04-11 09:45:02 
jj1 = 663, max_th = 1.633009e+00, time=2025-04-11 09:45:07 
jj1 = 568, max_th = 2.022601e+00, time=2025-04-11 09:45:57 
jj1 = 543, max_th = 1.138760e+00, time=2025-04-11 09:49:39 
jj1 = 567, max_th = 2.450035e+00, time=2025-04-11 09:52:42 
jj1 = 767, max_th = 1.774831e+00, time=2025-04-11 09:54:03 
jj1 = 728, max_th = 2.303818e+00, time=2025-04-11 09:54:04 
jj1 = 494, max_th = 2.098472e+00, time=2025-04-11 09:54:09 
jj1 = 259, max_th = 2.657730e+00, time=2025-04-11 09:54:12 
jj1 = 704, max_th = 1.529150e+00, time=2025-04-11 09:55:45 
jj1 = 647, max_th = 2.389951e+00, time=2025-04-11 09:57:03 
jj1 = 662, max_th = 1.380534e+00, time=2025-04-11 09:57:55 
jj1 = 742, max_th = 1.573163e+00, time=2025-04-11 10:04:15 
jj1 = 605, max_th = 1.742499e+00, time=2025-04-11 10:05:06 
jj1 = 334, max_th = 2.124692e+00, time=2025-04-11 10:08:13 
jj1 = 646, max_th = 1.342048e+00, time=2025-04-11 10:08:53 
jj1 = 727, max_th = 2.342561e+00, time=2025-04-11 10:10:35 
jj1 = 493, max_th = 1.702669e+00, time=2025-04-11 10:10:55 
jj1 = 258, max_th = 1.753744e+00, time=2025-04-11 10:11:01 
jj1 = 542, max_th = 1.933594e+00, time=2025-04-11 10:11:17 
jj1 = 766, max_th = 1.946005e+00, time=2025-04-11 10:11:17 
jj1 = 661, max_th = 1.921325e+00, time=2025-04-11 10:13:37 
jj1 = 703, max_th = 2.722839e+00, time=2025-04-11 10:15:54 
jj1 = 645, max_th = 1.409994e+00, time=2025-04-11 10:18:47 
jj1 = 566, max_th = 1.767794e+00, time=2025-04-11 10:19:43 
jj1 = 492, max_th = 1.167296e+00, time=2025-04-11 10:20:29 
jj1 = 604, max_th = 1.573470e+00, time=2025-04-11 10:21:07 
jj1 = 541, max_th = 1.435422e+00, time=2025-04-11 10:22:13 
jj1 = 588, max_th = 2.466479e+00, time=2025-04-11 10:23:41 
jj1 = 726, max_th = 2.297149e+00, time=2025-04-11 10:25:24 
jj1 = 587, max_th = 8.804349e-01, time=2025-04-11 10:26:09 
jj1 = 540, max_th = 2.673588e+00, time=2025-04-11 10:28:33 
jj1 = 741, max_th = 2.124935e+00, time=2025-04-11 10:30:45 
jj1 = 660, max_th = 1.745570e+00, time=2025-04-11 10:31:24 
jj1 = 603, max_th = 1.952292e+00, time=2025-04-11 10:33:58 
jj1 = 765, max_th = 2.262509e+00, time=2025-04-11 10:36:24 
jj1 = 702, max_th = 1.898829e+00, time=2025-04-11 10:36:29 
jj1 = 257, max_th = 1.940392e+00, time=2025-04-11 10:37:00 
jj1 = 740, max_th = 1.096768e+00, time=2025-04-11 10:38:16 
jj1 = 644, max_th = 2.306958e+00, time=2025-04-11 10:39:45 
jj1 = 491, max_th = 1.982909e+00, time=2025-04-11 10:40:08 
jj1 = 565, max_th = 1.847711e+00, time=2025-04-11 10:43:26 
jj1 = 602, max_th = 2.773729e+00, time=2025-04-11 10:43:33 
jj1 = 659, max_th = 2.479440e+00, time=2025-04-11 10:44:31 
jj1 = 658, max_th = 6.704379e-01, time=2025-04-11 10:46:20 
jj1 = 256, max_th = 1.264145e+00, time=2025-04-11 10:48:33 
jj1 = 586, max_th = 2.325401e+00, time=2025-04-11 10:49:35 
jj1 = 764, max_th = 2.449320e+00, time=2025-04-11 10:50:43 
jj1 = 725, max_th = 1.914608e+00, time=2025-04-11 10:51:16 
jj1 = 490, max_th = 2.626824e+00, time=2025-04-11 10:51:30 
jj1 = 739, max_th = 1.250525e+00, time=2025-04-11 10:53:25 
jj1 = 643, max_th = 2.575016e+00, time=2025-04-11 10:54:56 
jj1 = 539, max_th = 2.022862e+00, time=2025-04-11 10:57:27 
jj1 = 628, max_th = 1.381087e+00, time=2025-04-11 10:59:41 
jj1 = 601, max_th = 2.219679e+00, time=2025-04-11 11:00:45 
jj1 = 738, max_th = 1.014375e+00, time=2025-04-11 11:02:12 
jj1 = 701, max_th = 1.835313e+00, time=2025-04-11 11:03:30 
jj1 = 627, max_th = 2.943804e+00, time=2025-04-11 11:04:40 
jj1 = 600, max_th = 9.426118e-01, time=2025-04-11 11:05:00 
jj1 = 763, max_th = 2.003582e+00, time=2025-04-11 11:08:11 
jj1 = 657, max_th = 1.664601e+00, time=2025-04-11 11:08:48 
jj1 = 564, max_th = 6.405286e-01, time=2025-04-11 11:10:07 
jj1 = 626, max_th = 9.795486e-01, time=2025-04-11 11:10:42 
jj1 = 625, max_th = 3.140495e+00, time=2025-04-11 11:12:47 
jj1 = 642, max_th = 2.366012e+00, time=2025-04-11 11:13:22 
jj1 = 737, max_th = 1.260216e+00, time=2025-04-11 11:16:06 
jj1 = 688, max_th = 2.379820e+00, time=2025-04-11 11:16:39 
jj1 = 538, max_th = 1.798360e+00, time=2025-04-11 11:16:57 
jj1 = 687, max_th = 4.275387e-01, time=2025-04-11 11:17:14 
jj1 = 724, max_th = 1.806981e+00, time=2025-04-11 11:17:25 
jj1 = 762, max_th = 2.718711e+00, time=2025-04-11 11:19:11 
jj1 = 624, max_th = 2.766773e+00, time=2025-04-11 11:20:14 
jj1 = 585, max_th = 1.684996e+00, time=2025-04-11 11:21:12 
jj1 = 599, max_th = 2.044920e+00, time=2025-04-11 11:28:20 
jj1 = 736, max_th = 1.646168e+00, time=2025-04-11 11:29:50 
jj1 = 623, max_th = 1.899186e+00, time=2025-04-11 11:32:01 
jj1 = 598, max_th = 2.615292e+00, time=2025-04-11 11:33:03 
jj1 = 700, max_th = 1.902366e+00, time=2025-04-11 11:34:04 
jj1 = 735, max_th = 8.235359e-01, time=2025-04-11 11:34:29 
jj1 = 563, max_th = 2.215994e+00, time=2025-04-11 11:34:36 
jj1 = 656, max_th = 2.018043e+00, time=2025-04-11 11:35:50 
jj1 = 686, max_th = 1.617514e+00, time=2025-04-11 11:37:59 
jj1 = 641, max_th = 1.974629e+00, time=2025-04-11 11:38:47 
jj1 = 723, max_th = 2.405751e+00, time=2025-04-11 11:39:48 
jj1 = 537, max_th = 2.342941e+00, time=2025-04-11 11:40:14 
jj1 = 761, max_th = 2.097076e+00, time=2025-04-11 11:41:37 
jj1 = 536, max_th = 3.123521e+00, time=2025-04-11 11:41:55 
jj1 = 640, max_th = 2.957613e+00, time=2025-04-11 11:42:12 
jj1 = 584, max_th = 1.887548e+00, time=2025-04-11 11:45:49 
jj1 = 734, max_th = 1.417723e+00, time=2025-04-11 11:49:16 
jj1 = 622, max_th = 2.405659e+00, time=2025-04-11 11:51:07 
jj1 = 535, max_th = 3.094651e+00, time=2025-04-11 11:52:15 
jj1 = 685, max_th = 2.503631e+00, time=2025-04-11 11:54:03 
jj1 = 597, max_th = 1.861850e+00, time=2025-04-11 11:54:39 
jj1 = 534, max_th = 3.186012e+00, time=2025-04-11 11:54:53 
jj1 = 562, max_th = 1.173488e+00, time=2025-04-11 11:56:31 
jj1 = 760, max_th = 2.657745e+00, time=2025-04-11 11:57:00 
jj1 = 699, max_th = 1.564791e+00, time=2025-04-11 12:02:05 
jj1 = 621, max_th = 1.451650e+00, time=2025-04-11 12:04:47 
jj1 = 733, max_th = 2.256878e+00, time=2025-04-11 12:07:05 
jj1 = 533, max_th = 2.502693e+00, time=2025-04-11 12:07:46 
jj1 = 655, max_th = 2.066880e+00, time=2025-04-11 12:08:05 
jj1 = 684, max_th = 2.115060e+00, time=2025-04-11 12:08:17 
jj1 = 639, max_th = 2.125926e+00, time=2025-04-11 12:11:18 
jj1 = 583, max_th = 1.872915e+00, time=2025-04-11 12:13:59 
jj1 = 596, max_th = 1.720409e+00, time=2025-04-11 12:14:06 
jj1 = 683, max_th = 2.632168e+00, time=2025-04-11 12:20:57 
jj1 = 722, max_th = 1.452701e+00, time=2025-04-11 12:23:53 
jj1 = 759, max_th = 2.126517e+00, time=2025-04-11 12:25:17 
jj1 = 732, max_th = 2.347269e+00, time=2025-04-11 12:27:24 
jj1 = 698, max_th = 1.936886e+00, time=2025-04-11 12:27:27 
jj1 = 595, max_th = 1.481611e+00, time=2025-04-11 12:30:06 
jj1 = 758, max_th = 2.797314e+00, time=2025-04-11 12:32:37 
jj1 = 620, max_th = 1.845983e+00, time=2025-04-11 12:33:05 
jj1 = 532, max_th = 1.864387e+00, time=2025-04-11 12:33:06 
jj1 = 682, max_th = 1.583123e+00, time=2025-04-11 12:35:23 
jj1 = 619, max_th = 2.921299e+00, time=2025-04-11 12:35:32 
jj1 = 654, max_th = 1.302189e+00, time=2025-04-11 12:36:07 
jj1 = 582, max_th = 2.679748e+00, time=2025-04-11 12:41:33 
jj1 = 638, max_th = 2.103226e+00, time=2025-04-11 12:47:17 
jj1 = 594, max_th = 1.854421e+00, time=2025-04-11 12:48:36 
jj1 = 731, max_th = 2.051790e+00, time=2025-04-11 12:48:41 
