MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 5, max_th = -1.766279e-01, time=2025-04-15 09:54:53 
jj1 = 350, max_th = 1.837968e+00, time=2025-04-15 19:26:02 
jj1 = 349, max_th = 3.030096e+00, time=2025-04-15 19:29:04 
jj1 = 429, max_th = 1.787907e+00, time=2025-04-15 19:31:09 
jj1 = 232, max_th = 1.373463e+00, time=2025-04-15 19:31:44 
jj1 = 505, max_th = 2.559754e+00, time=2025-04-15 19:34:19 
jj1 = 348, max_th = 9.641538e-01, time=2025-04-15 19:35:33 
jj1 = 77, max_th = 2.440388e+00, time=2025-04-15 19:37:18 
jj1 = 156, max_th = 2.172137e+00, time=2025-04-15 19:37:53 
jj1 = 276, max_th = 2.152756e+00, time=2025-04-15 19:39:23 
jj1 = 467, max_th = 2.223403e+00, time=2025-04-15 19:40:10 
jj1 = 428, max_th = 2.690045e+00, time=2025-04-15 19:43:16 
jj1 = 112, max_th = 2.083664e+00, time=2025-04-15 19:45:05 
jj1 = 390, max_th = 1.584136e+00, time=2025-04-15 19:46:26 
jj1 = 427, max_th = 2.830966e+00, time=2025-04-15 19:49:00 
jj1 = 314, max_th = 2.121402e+00, time=2025-04-15 19:49:38 
jj1 = 197, max_th = 1.726884e+00, time=2025-04-15 19:51:07 
jj1 = 504, max_th = 1.776465e+00, time=2025-04-15 19:55:32 
jj1 = 155, max_th = 1.703010e+00, time=2025-04-15 19:56:06 
jj1 = 347, max_th = 2.519281e+00, time=2025-04-15 19:58:26 
jj1 = 111, max_th = 1.269052e+00, time=2025-04-15 19:58:57 
jj1 = 231, max_th = 1.663658e+00, time=2025-04-15 19:58:59 
jj1 = 389, max_th = 1.398035e+00, time=2025-04-15 20:01:36 
jj1 = 466, max_th = 1.540485e+00, time=2025-04-15 20:02:23 
jj1 = 426, max_th = 1.352580e+00, time=2025-04-15 20:02:29 
jj1 = 275, max_th = 2.193450e+00, time=2025-04-15 20:04:09 
jj1 = 76, max_th = 1.927550e+00, time=2025-04-15 20:05:50 
jj1 = 110, max_th = 1.101800e+00, time=2025-04-15 20:08:26 
jj1 = 154, max_th = 1.352126e+00, time=2025-04-15 20:11:17 
jj1 = 346, max_th = 1.351247e+00, time=2025-04-15 20:11:28 
jj1 = 230, max_th = 1.316800e+00, time=2025-04-15 20:13:09 
jj1 = 274, max_th = 1.263619e+00, time=2025-04-15 20:13:22 
jj1 = 75, max_th = 1.136621e+00, time=2025-04-15 20:13:28 
jj1 = 313, max_th = 2.004307e+00, time=2025-04-15 20:16:25 
jj1 = 196, max_th = 1.789521e+00, time=2025-04-15 20:16:36 
jj1 = 195, max_th = 2.816506e+00, time=2025-04-15 20:23:02 
jj1 = 345, max_th = 2.623725e+00, time=2025-04-15 20:24:06 
jj1 = 503, max_th = 1.959614e+00, time=2025-04-15 20:24:07 
jj1 = 465, max_th = 1.891324e+00, time=2025-04-15 20:26:16 
jj1 = 109, max_th = 1.481648e+00, time=2025-04-15 20:27:03 
jj1 = 425, max_th = 1.810853e+00, time=2025-04-15 20:27:03 
jj1 = 502, max_th = 2.995337e+00, time=2025-04-15 20:27:17 
jj1 = 388, max_th = 1.705823e+00, time=2025-04-15 20:27:24 
jj1 = 501, max_th = 3.439752e+00, time=2025-04-15 20:27:37 
jj1 = 464, max_th = 2.809866e+00, time=2025-04-15 20:34:11 
jj1 = 273, max_th = 1.623719e+00, time=2025-04-15 20:35:38 
jj1 = 312, max_th = 1.702781e+00, time=2025-04-15 20:37:19 
jj1 = 229, max_th = 2.148303e+00, time=2025-04-15 20:37:27 
jj1 = 153, max_th = 2.191702e+00, time=2025-04-15 20:37:36 
jj1 = 194, max_th = 2.496980e+00, time=2025-04-15 20:37:36 
jj1 = 108, max_th = 1.237753e+00, time=2025-04-15 20:39:54 
jj1 = 74, max_th = 1.819470e+00, time=2025-04-15 20:40:07 
jj1 = 107, max_th = 9.559794e-01, time=2025-04-15 20:44:06 
jj1 = 387, max_th = 2.395862e+00, time=2025-04-15 20:46:49 
jj1 = 500, max_th = 2.405624e+00, time=2025-04-15 20:47:03 
jj1 = 272, max_th = 1.439815e+00, time=2025-04-15 20:49:02 
jj1 = 228, max_th = 1.499451e+00, time=2025-04-15 20:50:57 
jj1 = 424, max_th = 1.905541e+00, time=2025-04-15 20:53:28 
jj1 = 193, max_th = 1.606041e+00, time=2025-04-15 20:53:57 
jj1 = 344, max_th = 1.969724e+00, time=2025-04-15 20:54:35 
jj1 = 152, max_th = 2.149059e+00, time=2025-04-15 20:58:48 
jj1 = 463, max_th = 1.784164e+00, time=2025-04-15 20:59:12 
jj1 = 192, max_th = 1.204457e+00, time=2025-04-15 21:03:56 
jj1 = 73, max_th = 1.808631e+00, time=2025-04-15 21:05:32 
jj1 = 499, max_th = 2.395002e+00, time=2025-04-15 21:07:57 
jj1 = 106, max_th = 2.182318e+00, time=2025-04-15 21:11:30 
jj1 = 423, max_th = 2.180554e+00, time=2025-04-15 21:12:55 
jj1 = 462, max_th = 2.540691e+00, time=2025-04-15 21:13:59 
jj1 = 311, max_th = 2.075332e+00, time=2025-04-15 21:14:22 
jj1 = 271, max_th = 2.113945e+00, time=2025-04-15 21:15:25 
jj1 = 386, max_th = 2.173554e+00, time=2025-04-15 21:16:58 
jj1 = 343, max_th = 1.852414e+00, time=2025-04-15 21:18:31 
jj1 = 151, max_th = 2.099569e+00, time=2025-04-15 21:19:26 
jj1 = 227, max_th = 1.937444e+00, time=2025-04-15 21:19:37 
jj1 = 105, max_th = 1.245693e+00, time=2025-04-15 21:21:52 
jj1 = 270, max_th = 9.905429e-01, time=2025-04-15 21:23:16 
jj1 = 72, max_th = 2.225027e+00, time=2025-04-15 21:29:25 
jj1 = 191, max_th = 1.968515e+00, time=2025-04-15 21:32:21 
jj1 = 461, max_th = 2.417858e+00, time=2025-04-15 21:32:24 
jj1 = 422, max_th = 2.309193e+00, time=2025-04-15 21:37:24 
jj1 = 226, max_th = 2.496904e+00, time=2025-04-15 21:37:49 
jj1 = 310, max_th = 2.283180e+00, time=2025-04-15 21:37:54 
jj1 = 498, max_th = 1.830969e+00, time=2025-04-15 21:38:15 
jj1 = 342, max_th = 2.421364e+00, time=2025-04-15 21:38:16 
jj1 = 309, max_th = -6.027180e-02, time=2025-04-15 21:39:11 
jj1 = 385, max_th = 1.996726e+00, time=2025-04-15 21:42:09 
jj1 = 460, max_th = 1.148664e+00, time=2025-04-15 21:42:57 
jj1 = 150, max_th = 1.793394e+00, time=2025-04-15 21:46:11 
jj1 = 190, max_th = 2.467919e+00, time=2025-04-15 21:50:17 
jj1 = 269, max_th = 2.171795e+00, time=2025-04-15 21:50:17 
jj1 = 104, max_th = 2.181354e+00, time=2025-04-15 21:51:44 
jj1 = 71, max_th = 1.854416e+00, time=2025-04-15 21:54:59 
jj1 = 308, max_th = 2.585780e+00, time=2025-04-15 21:55:11 
jj1 = 421, max_th = 2.511418e+00, time=2025-04-15 21:55:39 
jj1 = 384, max_th = 2.637453e+00, time=2025-04-15 21:56:36 
jj1 = 70, max_th = 8.651586e-01, time=2025-04-15 21:59:52 
jj1 = 459, max_th = 1.691942e+00, time=2025-04-15 22:02:40 
jj1 = 341, max_th = 1.916831e+00, time=2025-04-15 22:05:19 
jj1 = 225, max_th = 2.142607e+00, time=2025-04-15 22:05:55 
jj1 = 497, max_th = 1.780084e+00, time=2025-04-15 22:06:12 
jj1 = 340, max_th = 6.035059e-01, time=2025-04-15 22:07:52 
jj1 = 420, max_th = 2.488883e+00, time=2025-04-15 22:10:59 
jj1 = 307, max_th = 1.485959e+00, time=2025-04-15 22:13:07 
jj1 = 383, max_th = 2.372342e+00, time=2025-04-15 22:16:04 
jj1 = 69, max_th = 1.455398e+00, time=2025-04-15 22:16:10 
jj1 = 224, max_th = 1.219932e+00, time=2025-04-15 22:16:30 
jj1 = 189, max_th = 1.937954e+00, time=2025-04-15 22:16:50 
jj1 = 339, max_th = 1.214348e+00, time=2025-04-15 22:17:58 
jj1 = 103, max_th = 1.938701e+00, time=2025-04-15 22:18:37 
jj1 = 149, max_th = 1.915716e+00, time=2025-04-15 22:20:05 
jj1 = 268, max_th = 2.029404e+00, time=2025-04-15 22:22:04 
jj1 = 458, max_th = 2.156274e+00, time=2025-04-15 22:26:00 
jj1 = 68, max_th = 2.605626e+00, time=2025-04-15 22:27:24 
jj1 = 496, max_th = 2.283429e+00, time=2025-04-15 22:31:35 
jj1 = 382, max_th = 2.000068e+00, time=2025-04-15 22:31:44 
jj1 = 223, max_th = 1.627946e+00, time=2025-04-15 22:32:58 
jj1 = 419, max_th = 2.001678e+00, time=2025-04-15 22:33:19 
jj1 = 495, max_th = 9.170030e-01, time=2025-04-15 22:36:51 
jj1 = 418, max_th = 9.267356e-01, time=2025-04-15 22:38:12 
jj1 = 381, max_th = 1.035047e+00, time=2025-04-15 22:38:53 
jj1 = 188, max_th = 2.088842e+00, time=2025-04-15 22:43:11 
jj1 = 380, max_th = 8.577557e-01, time=2025-04-15 22:43:15 
jj1 = 338, max_th = 1.880638e+00, time=2025-04-15 22:43:31 
jj1 = 306, max_th = 1.778824e+00, time=2025-04-15 22:44:32 
jj1 = 102, max_th = 1.627421e+00, time=2025-04-15 22:44:48 
jj1 = 148, max_th = 2.077018e+00, time=2025-04-15 22:47:01 
jj1 = 457, max_th = 2.254123e+00, time=2025-04-15 22:47:35 
jj1 = 67, max_th = 2.245458e+00, time=2025-04-15 22:49:58 
jj1 = 267, max_th = 2.012822e+00, time=2025-04-15 22:53:21 
jj1 = 187, max_th = 1.503352e+00, time=2025-04-15 22:56:27 
jj1 = 186, max_th = -3.176440e-01, time=2025-04-15 22:56:46 
jj1 = 379, max_th = 1.261965e+00, time=2025-04-15 22:56:58 
jj1 = 337, max_th = 2.626486e+00, time=2025-04-15 22:58:41 
jj1 = 494, max_th = 2.248683e+00, time=2025-04-15 22:59:32 
jj1 = 66, max_th = 2.592710e+00, time=2025-04-15 23:01:56 
jj1 = 266, max_th = 1.159436e+00, time=2025-04-15 23:02:50 
jj1 = 417, max_th = 2.018688e+00, time=2025-04-15 23:05:34 
jj1 = 185, max_th = 2.659396e+00, time=2025-04-15 23:06:22 
jj1 = 456, max_th = 2.415855e+00, time=2025-04-15 23:08:13 
jj1 = 222, max_th = 1.947863e+00, time=2025-04-15 23:09:05 
jj1 = 336, max_th = 2.601555e+00, time=2025-04-15 23:09:29 
jj1 = 147, max_th = 2.258272e+00, time=2025-04-15 23:09:38 
jj1 = 305, max_th = 2.281431e+00, time=2025-04-15 23:10:15 
jj1 = 101, max_th = 2.233730e+00, time=2025-04-15 23:11:36 
jj1 = 146, max_th = 2.779250e+00, time=2025-04-15 23:18:40 
jj1 = 455, max_th = 2.548215e+00, time=2025-04-15 23:19:22 
jj1 = 416, max_th = 2.484309e+00, time=2025-04-15 23:22:29 
jj1 = 378, max_th = 1.931734e+00, time=2025-04-15 23:23:15 
jj1 = 493, max_th = 2.312721e+00, time=2025-04-15 23:23:33 
jj1 = 100, max_th = 2.657493e+00, time=2025-04-15 23:24:24 
jj1 = 65, max_th = 2.278064e+00, time=2025-04-15 23:26:41 
jj1 = 265, max_th = 1.855441e+00, time=2025-04-15 23:27:07 
jj1 = 304, max_th = 1.608119e+00, time=2025-04-15 23:32:18 
jj1 = 221, max_th = 1.890549e+00, time=2025-04-15 23:34:40 
jj1 = 64, max_th = 2.779339e+00, time=2025-04-15 23:34:47 
jj1 = 335, max_th = 1.813260e+00, time=2025-04-15 23:35:02 
jj1 = 492, max_th = 1.400518e+00, time=2025-04-15 23:35:16 
jj1 = 184, max_th = 2.170585e+00, time=2025-04-15 23:36:38 
jj1 = 454, max_th = 2.522366e+00, time=2025-04-15 23:38:28 
jj1 = 220, max_th = 1.086070e+00, time=2025-04-15 23:39:22 
jj1 = 415, max_th = 1.508048e+00, time=2025-04-15 23:41:26 
jj1 = 303, max_th = 2.637992e+00, time=2025-04-15 23:42:59 
jj1 = 453, max_th = 1.158468e+00, time=2025-04-15 23:46:46 
jj1 = 183, max_th = 2.640995e+00, time=2025-04-15 23:47:55 
jj1 = 491, max_th = 1.304098e+00, time=2025-04-15 23:48:09 
jj1 = 377, max_th = 1.953316e+00, time=2025-04-15 23:48:42 
jj1 = 145, max_th = 1.775411e+00, time=2025-04-15 23:49:06 
jj1 = 414, max_th = 2.451252e+00, time=2025-04-15 23:54:37 
jj1 = 548, max_th = 1.820771e+00, time=2025-04-15 23:55:12 
jj1 = 63, max_th = 2.319588e+00, time=2025-04-15 23:56:45 
jj1 = 334, max_th = 2.102562e+00, time=2025-04-15 23:57:42 
jj1 = 547, max_th = 3.047116e+00, time=2025-04-15 23:57:59 
jj1 = 546, max_th = 6.533155e-01, time=2025-04-15 23:59:33 
jj1 = 264, max_th = 2.076302e+00, time=2025-04-15 23:59:36 
jj1 = 182, max_th = 2.653242e+00, time=2025-04-15 23:59:50 
jj1 = 219, max_th = 1.634814e+00, time=2025-04-16 00:02:09 
jj1 = 452, max_th = 2.347923e+00, time=2025-04-16 00:02:26 
jj1 = 144, max_th = 1.445669e+00, time=2025-04-16 00:02:33 
jj1 = 62, max_th = 1.301160e+00, time=2025-04-16 00:07:26 
jj1 = 413, max_th = 1.373639e+00, time=2025-04-16 00:08:49 
jj1 = 302, max_th = 2.175639e+00, time=2025-04-16 00:09:00 
jj1 = 545, max_th = 1.238099e+00, time=2025-04-16 00:09:41 
jj1 = 376, max_th = 2.069361e+00, time=2025-04-16 00:10:42 
jj1 = 143, max_th = 2.834875e+00, time=2025-04-16 00:11:04 
jj1 = 142, max_th = 3.195305e+00, time=2025-04-16 00:12:15 
jj1 = 301, max_th = 9.022056e-01, time=2025-04-16 00:12:17 
jj1 = 490, max_th = 1.381996e+00, time=2025-04-16 00:12:43 
jj1 = 451, max_th = 1.176596e+00, time=2025-04-16 00:13:25 
jj1 = 412, max_th = 1.045821e+00, time=2025-04-16 00:16:54 
jj1 = 218, max_th = 2.051072e+00, time=2025-04-16 00:17:14 
jj1 = 181, max_th = 1.794201e+00, time=2025-04-16 00:22:31 
jj1 = 608, max_th = 1.857193e+00, time=2025-04-16 00:24:15 
jj1 = 607, max_th = 2.953939e+00, time=2025-04-16 00:28:02 
jj1 = 263, max_th = 2.003797e+00, time=2025-04-16 00:29:11 
jj1 = 375, max_th = 2.387286e+00, time=2025-04-16 00:30:08 
jj1 = 141, max_th = 1.470232e+00, time=2025-04-16 00:31:25 
jj1 = 61, max_th = 1.795941e+00, time=2025-04-16 00:31:43 
jj1 = 708, max_th = 1.554400e+00, time=2025-04-16 00:32:55 
jj1 = 300, max_th = 1.955555e+00, time=2025-04-16 00:33:07 
jj1 = 544, max_th = 1.705835e+00, time=2025-04-16 00:34:17 
jj1 = 588, max_th = 2.197856e+00, time=2025-04-16 00:38:16 
jj1 = 217, max_th = 1.813278e+00, time=2025-04-16 00:38:31 
jj1 = 628, max_th = 2.219168e+00, time=2025-04-16 00:39:03 
jj1 = 180, max_th = 1.687570e+00, time=2025-04-16 00:40:24 
jj1 = 606, max_th = 2.629176e+00, time=2025-04-16 00:41:42 
jj1 = 262, max_th = 2.580425e+00, time=2025-04-16 00:42:02 
jj1 = 299, max_th = 1.221851e+00, time=2025-04-16 00:42:21 
jj1 = 179, max_th = 1.007549e+00, time=2025-04-16 00:46:39 
jj1 = 707, max_th = 1.649630e+00, time=2025-04-16 00:49:14 
jj1 = 374, max_th = 1.572756e+00, time=2025-04-16 00:49:35 
jj1 = 587, max_th = 2.500604e+00, time=2025-04-16 00:50:46 
jj1 = 373, max_th = 4.663963e-01, time=2025-04-16 00:50:48 
jj1 = 568, max_th = 2.418143e+00, time=2025-04-16 00:50:50 
jj1 = 261, max_th = 2.781187e+00, time=2025-04-16 00:51:07 
jj1 = 586, max_th = 6.399018e-01, time=2025-04-16 00:54:23 
jj1 = 728, max_th = 1.697756e+00, time=2025-04-16 00:56:45 
jj1 = 140, max_th = 1.578796e+00, time=2025-04-16 00:56:53 
jj1 = 178, max_th = 1.229847e+00, time=2025-04-16 00:57:53 
jj1 = 543, max_th = 2.145869e+00, time=2025-04-16 00:58:34 
jj1 = 605, max_th = 2.364090e+00, time=2025-04-16 00:58:35 
jj1 = 585, max_th = 1.256967e+00, time=2025-04-16 01:01:33 
jj1 = 627, max_th = 1.844481e+00, time=2025-04-16 01:04:31 
jj1 = 298, max_th = 2.086026e+00, time=2025-04-16 01:08:53 
jj1 = 139, max_th = 2.404315e+00, time=2025-04-16 01:14:45 
jj1 = 542, max_th = 2.416195e+00, time=2025-04-16 01:15:46 
jj1 = 668, max_th = 1.783861e+00, time=2025-04-16 01:17:00 
jj1 = 567, max_th = 2.073808e+00, time=2025-04-16 01:19:18 
jj1 = 706, max_th = 1.816042e+00, time=2025-04-16 01:19:27 
jj1 = 768, max_th = 2.340403e+00, time=2025-04-16 01:21:47 
jj1 = 767, max_th = 3.375970e+00, time=2025-04-16 01:22:29 
jj1 = 727, max_th = 2.030647e+00, time=2025-04-16 01:23:27 
jj1 = 604, max_th = 1.728508e+00, time=2025-04-16 01:23:52 
jj1 = 705, max_th = 2.743023e+00, time=2025-04-16 01:28:02 
jj1 = 626, max_th = 2.061731e+00, time=2025-04-16 01:30:22 
jj1 = 297, max_th = 1.897187e+00, time=2025-04-16 01:30:34 
jj1 = 584, max_th = 2.169466e+00, time=2025-04-16 01:31:07 
jj1 = 704, max_th = 7.475452e-01, time=2025-04-16 01:31:44 
jj1 = 648, max_th = 2.049812e+00, time=2025-04-16 01:33:58 
jj1 = 260, max_th = 1.922771e+00, time=2025-04-16 01:34:56 
jj1 = 647, max_th = 8.322456e-01, time=2025-04-16 01:38:16 
jj1 = 766, max_th = 1.651954e+00, time=2025-04-16 01:41:20 
jj1 = 726, max_th = 2.352876e+00, time=2025-04-16 01:42:51 
jj1 = 566, max_th = 1.845390e+00, time=2025-04-16 01:44:01 
jj1 = 541, max_th = 2.012393e+00, time=2025-04-16 01:44:07 
jj1 = 583, max_th = 1.472377e+00, time=2025-04-16 01:44:33 
jj1 = 540, max_th = 9.999379e-01, time=2025-04-16 01:48:37 
jj1 = 603, max_th = 2.260463e+00, time=2025-04-16 01:48:53 
jj1 = 646, max_th = 2.463691e+00, time=2025-04-16 01:49:11 
jj1 = 625, max_th = 1.540339e+00, time=2025-04-16 01:49:46 
jj1 = 296, max_th = 1.589568e+00, time=2025-04-16 01:50:37 
jj1 = 725, max_th = 2.622774e+00, time=2025-04-16 01:56:39 
jj1 = 645, max_th = 1.407571e+00, time=2025-04-16 01:59:09 
jj1 = 703, max_th = 2.030593e+00, time=2025-04-16 01:59:51 
jj1 = 667, max_th = 2.038842e+00, time=2025-04-16 02:01:00 
jj1 = 702, max_th = 7.523505e-01, time=2025-04-16 02:01:24 
jj1 = 565, max_th = 1.416366e+00, time=2025-04-16 02:02:24 
jj1 = 259, max_th = 2.156015e+00, time=2025-04-16 02:04:38 
jj1 = 295, max_th = 2.572134e+00, time=2025-04-16 02:06:32 
jj1 = 765, max_th = 1.819111e+00, time=2025-04-16 02:07:28 
jj1 = 582, max_th = 2.320560e+00, time=2025-04-16 02:10:54 
jj1 = 624, max_th = 2.315644e+00, time=2025-04-16 02:12:39 
jj1 = 666, max_th = 1.218230e+00, time=2025-04-16 02:12:53 
jj1 = 701, max_th = 1.395793e+00, time=2025-04-16 02:13:29 
jj1 = 602, max_th = 1.868137e+00, time=2025-04-16 02:14:34 
jj1 = 539, max_th = 1.835076e+00, time=2025-04-16 02:15:09 
jj1 = 258, max_th = 2.675066e+00, time=2025-04-16 02:16:03 
jj1 = 564, max_th = 2.335244e+00, time=2025-04-16 02:19:25 
jj1 = 724, max_th = 1.776802e+00, time=2025-04-16 02:21:31 
jj1 = 601, max_th = 1.099325e+00, time=2025-04-16 02:22:11 
jj1 = 644, max_th = 1.802463e+00, time=2025-04-16 02:22:34 
jj1 = 581, max_th = 2.400242e+00, time=2025-04-16 02:24:17 
jj1 = 688, max_th = 2.484229e+00, time=2025-04-16 02:24:53 
jj1 = 687, max_th = -1.606212e-01, time=2025-04-16 02:25:32 
jj1 = 600, max_th = 2.872047e+00, time=2025-04-16 02:26:59 
jj1 = 764, max_th = 1.748949e+00, time=2025-04-16 02:28:44 
jj1 = 623, max_th = 2.250342e+00, time=2025-04-16 02:31:50 
jj1 = 665, max_th = 1.610761e+00, time=2025-04-16 02:32:42 
jj1 = 723, max_th = 2.555451e+00, time=2025-04-16 02:34:08 
jj1 = 257, max_th = 2.346900e+00, time=2025-04-16 02:36:33 
jj1 = 622, max_th = 2.810926e+00, time=2025-04-16 02:38:15 
jj1 = 643, max_th = 1.408766e+00, time=2025-04-16 02:39:29 
jj1 = 700, max_th = 1.923062e+00, time=2025-04-16 02:42:25 
jj1 = 664, max_th = 1.258314e+00, time=2025-04-16 02:42:57 
jj1 = 538, max_th = 1.742850e+00, time=2025-04-16 02:45:06 
jj1 = 563, max_th = 2.061634e+00, time=2025-04-16 02:46:30 
jj1 = 722, max_th = 1.230677e+00, time=2025-04-16 02:46:41 
jj1 = 580, max_th = 1.987337e+00, time=2025-04-16 02:48:58 
jj1 = 763, max_th = 2.366923e+00, time=2025-04-16 02:50:33 
jj1 = 599, max_th = 2.091364e+00, time=2025-04-16 02:52:42 
jj1 = 699, max_th = 2.593723e+00, time=2025-04-16 02:55:23 
jj1 = 698, max_th = 3.288793e+00, time=2025-04-16 02:56:19 
jj1 = 686, max_th = 1.861030e+00, time=2025-04-16 02:56:30 
jj1 = 663, max_th = 1.463098e+00, time=2025-04-16 02:58:20 
jj1 = 642, max_th = 1.477120e+00, time=2025-04-16 02:58:43 
jj1 = 256, max_th = 1.643144e+00, time=2025-04-16 03:00:49 
jj1 = 621, max_th = 1.741595e+00, time=2025-04-16 03:02:59 
jj1 = 537, max_th = 2.391823e+00, time=2025-04-16 03:04:09 
jj1 = 598, max_th = 1.452226e+00, time=2025-04-16 03:06:25 
jj1 = 579, max_th = 1.526443e+00, time=2025-04-16 03:09:15 
jj1 = 641, max_th = 1.353129e+00, time=2025-04-16 03:09:45 
jj1 = 562, max_th = 1.714807e+00, time=2025-04-16 03:11:05 
jj1 = 721, max_th = 1.936888e+00, time=2025-04-16 03:14:43 
jj1 = 762, max_th = 2.277644e+00, time=2025-04-16 03:15:35 
jj1 = 685, max_th = 1.648218e+00, time=2025-04-16 03:16:09 
jj1 = 697, max_th = 2.036138e+00, time=2025-04-16 03:24:04 
jj1 = 662, max_th = 1.815316e+00, time=2025-04-16 03:25:10 
jj1 = 578, max_th = 2.158298e+00, time=2025-04-16 03:29:32 
jj1 = 597, max_th = 2.203189e+00, time=2025-04-16 03:31:03 
jj1 = 620, max_th = 1.883665e+00, time=2025-04-16 03:31:51 
jj1 = 536, max_th = 1.975150e+00, time=2025-04-16 03:35:28 
jj1 = 561, max_th = 2.263551e+00, time=2025-04-16 03:35:44 
jj1 = 640, max_th = 2.228850e+00, time=2025-04-16 03:36:22 
jj1 = 761, max_th = 2.164054e+00, time=2025-04-16 03:38:47 
jj1 = 748, max_th = 1.977564e+00, time=2025-04-16 03:39:46 
jj1 = 684, max_th = 2.361641e+00, time=2025-04-16 03:40:29 
jj1 = 619, max_th = 2.832467e+00, time=2025-04-16 03:41:05 
jj1 = 720, max_th = 2.129203e+00, time=2025-04-16 03:43:09 
jj1 = 535, max_th = 1.289749e+00, time=2025-04-16 03:45:34 
jj1 = 696, max_th = 2.386632e+00, time=2025-04-16 03:45:36 
jj1 = 577, max_th = 2.351309e+00, time=2025-04-16 03:47:56 
jj1 = 695, max_th = 2.855047e+00, time=2025-04-16 03:50:35 
jj1 = 560, max_th = 2.508298e+00, time=2025-04-16 03:53:00 
jj1 = 639, max_th = 1.542768e+00, time=2025-04-16 03:56:52 
jj1 = 596, max_th = 2.011135e+00, time=2025-04-16 03:58:57 
jj1 = 760, max_th = 1.663886e+00, time=2025-04-16 04:01:34 
jj1 = 661, max_th = 2.238393e+00, time=2025-04-16 04:01:41 
jj1 = 638, max_th = 2.871587e+00, time=2025-04-16 04:03:00 
jj1 = 747, max_th = 2.260091e+00, time=2025-04-16 04:05:04 
jj1 = 595, max_th = 2.800932e+00, time=2025-04-16 04:05:19 
jj1 = 576, max_th = 1.517431e+00, time=2025-04-16 04:05:25 
jj1 = 618, max_th = 1.722315e+00, time=2025-04-16 04:06:40 
jj1 = 683, max_th = 2.378041e+00, time=2025-04-16 04:07:19 
jj1 = 719, max_th = 1.767375e+00, time=2025-04-16 04:07:44 
jj1 = 534, max_th = 1.904709e+00, time=2025-04-16 04:10:13 
jj1 = 694, max_th = 2.305917e+00, time=2025-04-16 04:13:35 
jj1 = 746, max_th = 2.769880e+00, time=2025-04-16 04:13:41 
jj1 = 594, max_th = 1.294289e+00, time=2025-04-16 04:18:06 
jj1 = 637, max_th = 2.484673e+00, time=2025-04-16 04:19:57 
jj1 = 660, max_th = 1.540155e+00, time=2025-04-16 04:21:34 
jj1 = 682, max_th = 1.408196e+00, time=2025-04-16 04:22:09 
jj1 = 559, max_th = 2.110559e+00, time=2025-04-16 04:22:22 
jj1 = 593, max_th = 2.753193e+00, time=2025-04-16 04:26:24 
jj1 = 759, max_th = 2.193847e+00, time=2025-04-16 04:26:32 
jj1 = 533, max_th = 2.444751e+00, time=2025-04-16 04:27:14 
jj1 = 693, max_th = 1.307243e+00, time=2025-04-16 04:27:54 
jj1 = 617, max_th = 2.067423e+00, time=2025-04-16 04:30:35 
jj1 = 681, max_th = 1.090034e+00, time=2025-04-16 04:30:48 
jj1 = 745, max_th = 1.555125e+00, time=2025-04-16 04:31:05 
