MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 30, max_th = -5.821075e-01, time=2025-04-07 16:20:51 
jj1 = 270, max_th = 2.481241e+00, time=2025-04-08 00:03:57 
jj1 = 83, max_th = 1.889859e+00, time=2025-04-08 00:04:26 
jj1 = 428, max_th = 1.800368e+00, time=2025-04-08 00:04:27 
jj1 = 508, max_th = 2.336113e+00, time=2025-04-08 00:07:21 
jj1 = 313, max_th = 1.014352e+00, time=2025-04-08 00:10:32 
jj1 = 233, max_th = 2.298202e+00, time=2025-04-08 00:12:08 
jj1 = 157, max_th = 1.437905e+00, time=2025-04-08 00:14:05 
jj1 = 198, max_th = 2.487857e+00, time=2025-04-08 00:16:25 
jj1 = 114, max_th = 2.145720e+00, time=2025-04-08 00:16:39 
jj1 = 464, max_th = 1.491930e+00, time=2025-04-08 00:18:32 
jj1 = 269, max_th = 1.663453e+00, time=2025-04-08 00:20:48 
jj1 = 347, max_th = 2.164733e+00, time=2025-04-08 00:23:31 
jj1 = 232, max_th = 2.621288e+00, time=2025-04-08 00:25:36 
jj1 = 390, max_th = 2.268666e+00, time=2025-04-08 00:25:44 
jj1 = 312, max_th = 2.000318e+00, time=2025-04-08 00:28:21 
jj1 = 427, max_th = 1.914247e+00, time=2025-04-08 00:28:52 
jj1 = 507, max_th = 1.474535e+00, time=2025-04-08 00:28:59 
jj1 = 113, max_th = 2.557961e+00, time=2025-04-08 00:29:51 
jj1 = 311, max_th = 9.261855e-01, time=2025-04-08 00:31:35 
jj1 = 82, max_th = 1.881505e+00, time=2025-04-08 00:32:27 
jj1 = 156, max_th = 1.588978e+00, time=2025-04-08 00:34:05 
jj1 = 463, max_th = 1.586719e+00, time=2025-04-08 00:35:29 
jj1 = 197, max_th = 2.152689e+00, time=2025-04-08 00:38:10 
jj1 = 268, max_th = 2.369939e+00, time=2025-04-08 00:39:10 
jj1 = 310, max_th = 2.688435e+00, time=2025-04-08 00:40:01 
jj1 = 389, max_th = 1.472410e+00, time=2025-04-08 00:41:06 
jj1 = 506, max_th = 2.520933e+00, time=2025-04-08 00:42:39 
jj1 = 346, max_th = 2.241199e+00, time=2025-04-08 00:44:54 
jj1 = 462, max_th = 1.544681e+00, time=2025-04-08 00:47:24 
jj1 = 231, max_th = 2.041973e+00, time=2025-04-08 00:47:59 
jj1 = 81, max_th = 2.446412e+00, time=2025-04-08 00:48:03 
jj1 = 112, max_th = 1.871766e+00, time=2025-04-08 00:49:03 
jj1 = 426, max_th = 1.733146e+00, time=2025-04-08 00:50:01 
jj1 = 155, max_th = 2.359508e+00, time=2025-04-08 00:51:41 
jj1 = 345, max_th = 2.701664e+00, time=2025-04-08 00:52:31 
jj1 = 267, max_th = 1.602592e+00, time=2025-04-08 00:54:50 
jj1 = 505, max_th = 2.553187e+00, time=2025-04-08 00:59:30 
jj1 = 388, max_th = 1.773012e+00, time=2025-04-08 00:59:43 
jj1 = 461, max_th = 1.457204e+00, time=2025-04-08 01:03:17 
jj1 = 230, max_th = 1.592667e+00, time=2025-04-08 01:03:40 
jj1 = 309, max_th = 1.879473e+00, time=2025-04-08 01:04:37 
jj1 = 425, max_th = 1.482741e+00, time=2025-04-08 01:05:50 
jj1 = 344, max_th = 1.433633e+00, time=2025-04-08 01:06:25 
jj1 = 111, max_th = 1.846695e+00, time=2025-04-08 01:07:00 
jj1 = 196, max_th = 1.704717e+00, time=2025-04-08 01:07:37 
jj1 = 80, max_th = 1.853500e+00, time=2025-04-08 01:10:43 
jj1 = 266, max_th = 1.809456e+00, time=2025-04-08 01:15:46 
jj1 = 154, max_th = 1.870041e+00, time=2025-04-08 01:16:57 
jj1 = 504, max_th = 2.280040e+00, time=2025-04-08 01:18:16 
jj1 = 424, max_th = 1.403363e+00, time=2025-04-08 01:21:37 
jj1 = 460, max_th = 1.675970e+00, time=2025-04-08 01:24:33 
jj1 = 110, max_th = 1.769335e+00, time=2025-04-08 01:27:25 
jj1 = 79, max_th = 1.974088e+00, time=2025-04-08 01:27:29 
jj1 = 343, max_th = 2.039638e+00, time=2025-04-08 01:27:39 
jj1 = 387, max_th = 1.886340e+00, time=2025-04-08 01:27:41 
jj1 = 195, max_th = 2.115493e+00, time=2025-04-08 01:28:34 
jj1 = 265, max_th = 2.356497e+00, time=2025-04-08 01:29:49 
jj1 = 459, max_th = 2.813351e+00, time=2025-04-08 01:31:22 
jj1 = 229, max_th = 1.997542e+00, time=2025-04-08 01:31:38 
jj1 = 308, max_th = 1.782028e+00, time=2025-04-08 01:31:55 
jj1 = 503, max_th = 2.199855e+00, time=2025-04-08 01:32:56 
jj1 = 423, max_th = 1.178994e+00, time=2025-04-08 01:33:50 
jj1 = 342, max_th = 2.379890e+00, time=2025-04-08 01:39:20 
jj1 = 153, max_th = 2.086261e+00, time=2025-04-08 01:41:13 
jj1 = 228, max_th = 1.282474e+00, time=2025-04-08 01:42:35 
jj1 = 264, max_th = 2.463292e+00, time=2025-04-08 01:42:37 
jj1 = 386, max_th = 1.678218e+00, time=2025-04-08 01:43:13 
jj1 = 307, max_th = 2.505885e+00, time=2025-04-08 01:46:25 
jj1 = 194, max_th = 1.841491e+00, time=2025-04-08 01:48:12 
jj1 = 109, max_th = 1.907467e+00, time=2025-04-08 01:50:37 
jj1 = 502, max_th = 2.211114e+00, time=2025-04-08 01:53:21 
jj1 = 193, max_th = 2.991524e+00, time=2025-04-08 01:53:54 
jj1 = 78, max_th = 1.641200e+00, time=2025-04-08 01:54:13 
jj1 = 458, max_th = 1.617858e+00, time=2025-04-08 01:54:41 
jj1 = 192, max_th = 7.275141e-01, time=2025-04-08 01:56:16 
jj1 = 422, max_th = 1.735108e+00, time=2025-04-08 01:57:03 
jj1 = 306, max_th = 2.448763e+00, time=2025-04-08 02:00:57 
jj1 = 385, max_th = 1.559216e+00, time=2025-04-08 02:01:28 
jj1 = 341, max_th = 1.874983e+00, time=2025-04-08 02:01:52 
jj1 = 263, max_th = 2.430869e+00, time=2025-04-08 02:02:52 
jj1 = 77, max_th = 1.239715e+00, time=2025-04-08 02:05:39 
jj1 = 227, max_th = 1.920724e+00, time=2025-04-08 02:08:26 
jj1 = 152, max_th = 2.013481e+00, time=2025-04-08 02:10:43 
jj1 = 108, max_th = 2.281389e+00, time=2025-04-08 02:11:39 
jj1 = 262, max_th = 2.399241e+00, time=2025-04-08 02:12:50 
jj1 = 457, max_th = 2.282624e+00, time=2025-04-08 02:13:32 
jj1 = 501, max_th = 2.051215e+00, time=2025-04-08 02:13:56 
jj1 = 191, max_th = 2.417153e+00, time=2025-04-08 02:15:10 
jj1 = 261, max_th = 3.326280e+00, time=2025-04-08 02:18:16 
jj1 = 421, max_th = 2.125805e+00, time=2025-04-08 02:18:58 
jj1 = 76, max_th = 2.463338e+00, time=2025-04-08 02:19:51 
jj1 = 340, max_th = 1.882089e+00, time=2025-04-08 02:24:28 
jj1 = 305, max_th = 1.669731e+00, time=2025-04-08 02:24:37 
jj1 = 190, max_th = 2.671688e+00, time=2025-04-08 02:25:22 
jj1 = 384, max_th = 2.012253e+00, time=2025-04-08 02:27:55 
jj1 = 151, max_th = 1.852073e+00, time=2025-04-08 02:31:19 
jj1 = 226, max_th = 1.866906e+00, time=2025-04-08 02:33:04 
jj1 = 107, max_th = 2.007777e+00, time=2025-04-08 02:33:50 
jj1 = 500, max_th = 2.064967e+00, time=2025-04-08 02:35:33 
jj1 = 420, max_th = 1.744465e+00, time=2025-04-08 02:37:17 
jj1 = 189, max_th = 1.409289e+00, time=2025-04-08 02:37:21 
jj1 = 188, max_th = -4.691316e-03, time=2025-04-08 02:38:01 
jj1 = 260, max_th = 1.859578e+00, time=2025-04-08 02:38:57 
jj1 = 75, max_th = 2.137763e+00, time=2025-04-08 02:40:31 
jj1 = 456, max_th = 1.867993e+00, time=2025-04-08 02:41:17 
jj1 = 304, max_th = 1.846524e+00, time=2025-04-08 02:45:33 
jj1 = 339, max_th = 1.861160e+00, time=2025-04-08 02:46:10 
jj1 = 150, max_th = 1.598005e+00, time=2025-04-08 02:46:28 
jj1 = 455, max_th = 1.019354e+00, time=2025-04-08 02:47:10 
jj1 = 383, max_th = 1.820478e+00, time=2025-04-08 02:47:59 
jj1 = 259, max_th = 2.100816e+00, time=2025-04-08 02:55:49 
jj1 = 225, max_th = 1.746669e+00, time=2025-04-08 02:57:14 
jj1 = 419, max_th = 1.966547e+00, time=2025-04-08 02:57:43 
jj1 = 258, max_th = 4.149297e+00, time=2025-04-08 02:58:00 
jj1 = 499, max_th = 2.309869e+00, time=2025-04-08 02:58:32 
jj1 = 187, max_th = 2.165368e+00, time=2025-04-08 02:59:30 
jj1 = 74, max_th = 1.956725e+00, time=2025-04-08 03:00:09 
jj1 = 106, max_th = 2.293788e+00, time=2025-04-08 03:04:22 
jj1 = 73, max_th = 2.905073e+00, time=2025-04-08 03:04:55 
jj1 = 303, max_th = 1.847505e+00, time=2025-04-08 03:06:24 
jj1 = 338, max_th = 1.744974e+00, time=2025-04-08 03:06:28 
jj1 = 454, max_th = 2.270550e+00, time=2025-04-08 03:08:24 
jj1 = 186, max_th = 2.647899e+00, time=2025-04-08 03:08:28 
jj1 = 382, max_th = 1.611071e+00, time=2025-04-08 03:09:04 
jj1 = 337, max_th = 8.321211e-01, time=2025-04-08 03:10:21 
jj1 = 149, max_th = 2.018433e+00, time=2025-04-08 03:12:38 
jj1 = 224, max_th = 1.527536e+00, time=2025-04-08 03:12:51 
jj1 = 381, max_th = 1.185884e+00, time=2025-04-08 03:15:09 
jj1 = 185, max_th = 1.301061e+00, time=2025-04-08 03:16:08 
jj1 = 418, max_th = 2.045541e+00, time=2025-04-08 03:17:14 
jj1 = 498, max_th = 2.208512e+00, time=2025-04-08 03:19:31 
jj1 = 302, max_th = 1.857561e+00, time=2025-04-08 03:26:21 
jj1 = 72, max_th = 1.988589e+00, time=2025-04-08 03:26:54 
jj1 = 105, max_th = 2.208121e+00, time=2025-04-08 03:27:52 
jj1 = 336, max_th = 2.052830e+00, time=2025-04-08 03:30:34 
jj1 = 453, max_th = 1.890843e+00, time=2025-04-08 03:32:22 
jj1 = 380, max_th = 1.673945e+00, time=2025-04-08 03:33:10 
jj1 = 223, max_th = 1.818375e+00, time=2025-04-08 03:35:18 
jj1 = 417, max_th = 2.168168e+00, time=2025-04-08 03:36:50 
jj1 = 104, max_th = 2.051134e+00, time=2025-04-08 03:40:04 
jj1 = 184, max_th = 2.206556e+00, time=2025-04-08 03:41:05 
jj1 = 148, max_th = 2.762924e+00, time=2025-04-08 03:42:31 
jj1 = 497, max_th = 2.166779e+00, time=2025-04-08 03:45:19 
jj1 = 301, max_th = 1.836983e+00, time=2025-04-08 03:48:50 
jj1 = 257, max_th = 2.333451e+00, time=2025-04-08 03:51:20 
jj1 = 222, max_th = 1.601507e+00, time=2025-04-08 03:51:22 
jj1 = 103, max_th = 1.221025e+00, time=2025-04-08 03:52:20 
jj1 = 71, max_th = 2.175167e+00, time=2025-04-08 03:52:23 
jj1 = 335, max_th = 1.927725e+00, time=2025-04-08 03:54:04 
jj1 = 379, max_th = 2.008347e+00, time=2025-04-08 03:54:22 
jj1 = 183, max_th = 2.578450e+00, time=2025-04-08 03:55:01 
jj1 = 416, max_th = 2.418945e+00, time=2025-04-08 03:56:07 
jj1 = 102, max_th = 3.885021e-03, time=2025-04-08 03:56:23 
jj1 = 452, max_th = 1.767817e+00, time=2025-04-08 03:56:25 
jj1 = 221, max_th = 2.822065e+00, time=2025-04-08 03:58:32 
jj1 = 147, max_th = 1.661866e+00, time=2025-04-08 04:00:30 
jj1 = 182, max_th = 1.340656e+00, time=2025-04-08 04:05:45 
jj1 = 496, max_th = 2.001054e+00, time=2025-04-08 04:05:51 
jj1 = 70, max_th = 2.450817e+00, time=2025-04-08 04:06:13 
jj1 = 451, max_th = 1.470785e+00, time=2025-04-08 04:07:00 
jj1 = 256, max_th = 1.759920e+00, time=2025-04-08 04:08:09 
jj1 = 300, max_th = 2.029986e+00, time=2025-04-08 04:09:51 
jj1 = 495, max_th = 1.243219e+00, time=2025-04-08 04:12:21 
jj1 = 415, max_th = 1.394720e+00, time=2025-04-08 04:13:49 
jj1 = 181, max_th = 1.163658e+00, time=2025-04-08 04:15:26 
jj1 = 334, max_th = 1.885824e+00, time=2025-04-08 04:15:44 
jj1 = 101, max_th = 1.796239e+00, time=2025-04-08 04:15:49 
jj1 = 378, max_th = 1.879885e+00, time=2025-04-08 04:18:39 
jj1 = 146, max_th = 1.731188e+00, time=2025-04-08 04:21:29 
jj1 = 69, max_th = 2.148424e+00, time=2025-04-08 04:21:44 
jj1 = 548, max_th = 1.328332e+00, time=2025-04-08 04:22:26 
jj1 = 494, max_th = 2.463369e+00, time=2025-04-08 04:23:34 
jj1 = 220, max_th = 2.083757e+00, time=2025-04-08 04:23:36 
jj1 = 180, max_th = 1.399028e+00, time=2025-04-08 04:25:07 
jj1 = 414, max_th = 2.805813e+00, time=2025-04-08 04:26:22 
jj1 = 68, max_th = 2.851416e+00, time=2025-04-08 04:26:44 
jj1 = 299, max_th = 1.901082e+00, time=2025-04-08 04:28:09 
jj1 = 100, max_th = 2.675261e+00, time=2025-04-08 04:28:27 
jj1 = 588, max_th = 2.046003e+00, time=2025-04-08 04:28:52 
jj1 = 547, max_th = 1.900206e+00, time=2025-04-08 04:31:32 
jj1 = 608, max_th = 1.728995e+00, time=2025-04-08 04:36:13 
jj1 = 413, max_th = 1.390845e+00, time=2025-04-08 04:39:57 
jj1 = 546, max_th = 2.500784e+00, time=2025-04-08 04:42:08 
jj1 = 377, max_th = 1.817016e+00, time=2025-04-08 04:42:21 
jj1 = 219, max_th = 1.844520e+00, time=2025-04-08 04:44:02 
jj1 = 708, max_th = 2.252803e+00, time=2025-04-08 04:45:18 
jj1 = 376, max_th = 4.505678e-01, time=2025-04-08 04:45:25 
jj1 = 179, max_th = 1.969062e+00, time=2025-04-08 04:47:24 
jj1 = 545, max_th = 2.787982e+00, time=2025-04-08 04:47:39 
jj1 = 587, max_th = 2.107152e+00, time=2025-04-08 04:49:12 
jj1 = 707, max_th = 2.808407e+00, time=2025-04-08 04:50:32 
jj1 = 607, max_th = 1.822623e+00, time=2025-04-08 04:51:02 
jj1 = 145, max_th = 1.944785e+00, time=2025-04-08 04:51:15 
jj1 = 493, max_th = 1.857782e+00, time=2025-04-08 04:52:21 
jj1 = 492, max_th = 3.255912e+00, time=2025-04-08 04:53:17 
jj1 = 544, max_th = 2.771892e+00, time=2025-04-08 04:53:51 
jj1 = 298, max_th = 1.968909e+00, time=2025-04-08 04:55:28 
jj1 = 67, max_th = 2.345326e+00, time=2025-04-08 04:56:26 
jj1 = 586, max_th = 2.711686e+00, time=2025-04-08 04:57:58 
jj1 = 412, max_th = 1.829995e+00, time=2025-04-08 05:04:27 
jj1 = 144, max_th = 1.879747e+00, time=2025-04-08 05:05:17 
jj1 = 628, max_th = 3.072731e+00, time=2025-04-08 05:06:01 
jj1 = 585, max_th = 2.672224e+00, time=2025-04-08 05:06:40 
jj1 = 375, max_th = 1.897909e+00, time=2025-04-08 05:06:53 
jj1 = 218, max_th = 2.039599e+00, time=2025-04-08 05:07:27 
jj1 = 606, max_th = 1.834934e+00, time=2025-04-08 05:08:19 
jj1 = 66, max_th = 1.478313e+00, time=2025-04-08 05:08:40 
jj1 = 706, max_th = 1.948204e+00, time=2025-04-08 05:11:25 
jj1 = 491, max_th = 2.523502e+00, time=2025-04-08 05:12:21 
jj1 = 178, max_th = 2.270720e+00, time=2025-04-08 05:13:43 
jj1 = 543, max_th = 2.166625e+00, time=2025-04-08 05:16:44 
jj1 = 297, max_th = 1.894771e+00, time=2025-04-08 05:16:55 
jj1 = 605, max_th = 2.767031e+00, time=2025-04-08 05:18:32 
jj1 = 584, max_th = 1.371737e+00, time=2025-04-08 05:20:13 
jj1 = 705, max_th = 2.508429e+00, time=2025-04-08 05:26:47 
jj1 = 65, max_th = 2.293915e+00, time=2025-04-08 05:28:01 
jj1 = 728, max_th = 1.487966e+00, time=2025-04-08 05:28:11 
jj1 = 627, max_th = 1.885614e+00, time=2025-04-08 05:28:24 
jj1 = 583, max_th = 2.799433e+00, time=2025-04-08 05:28:26 
jj1 = 374, max_th = 2.109224e+00, time=2025-04-08 05:28:49 
jj1 = 143, max_th = 2.087579e+00, time=2025-04-08 05:28:52 
jj1 = 490, max_th = 2.456618e+00, time=2025-04-08 05:28:56 
jj1 = 217, max_th = 1.856104e+00, time=2025-04-08 05:29:43 
jj1 = 604, max_th = 2.536920e+00, time=2025-04-08 05:32:06 
jj1 = 542, max_th = 2.161908e+00, time=2025-04-08 05:34:28 
jj1 = 704, max_th = 1.330248e+00, time=2025-04-08 05:36:54 
jj1 = 541, max_th = 1.142173e+00, time=2025-04-08 05:38:16 
jj1 = 582, max_th = 1.396466e+00, time=2025-04-08 05:40:00 
jj1 = 373, max_th = 1.197610e+00, time=2025-04-08 05:40:05 
jj1 = 626, max_th = 1.444325e+00, time=2025-04-08 05:40:22 
jj1 = 727, max_th = 2.536723e+00, time=2025-04-08 05:42:51 
jj1 = 688, max_th = 1.003875e+00, time=2025-04-08 05:44:13 
jj1 = 296, max_th = 1.980204e+00, time=2025-04-08 05:45:07 
jj1 = 64, max_th = 2.253894e+00, time=2025-04-08 05:50:30 
jj1 = 687, max_th = 2.723624e+00, time=2025-04-08 05:51:10 
jj1 = 603, max_th = 2.065109e+00, time=2025-04-08 05:51:48 
jj1 = 668, max_th = 2.179028e+00, time=2025-04-08 05:56:21 
jj1 = 568, max_th = 1.976889e+00, time=2025-04-08 05:56:27 
jj1 = 581, max_th = 1.930725e+00, time=2025-04-08 05:58:13 
jj1 = 726, max_th = 2.368013e+00, time=2025-04-08 06:00:17 
jj1 = 540, max_th = 1.894511e+00, time=2025-04-08 06:01:04 
jj1 = 625, max_th = 1.764014e+00, time=2025-04-08 06:01:43 
jj1 = 703, max_th = 1.867667e+00, time=2025-04-08 06:03:48 
jj1 = 63, max_th = 2.453482e+00, time=2025-04-08 06:04:29 
jj1 = 295, max_th = 2.271828e+00, time=2025-04-08 06:07:28 
jj1 = 686, max_th = 1.741775e+00, time=2025-04-08 06:12:10 
jj1 = 567, max_th = 1.755131e+00, time=2025-04-08 06:13:25 
jj1 = 602, max_th = 1.914110e+00, time=2025-04-08 06:13:43 
jj1 = 624, max_th = 1.431670e+00, time=2025-04-08 06:14:05 
jj1 = 580, max_th = 1.469905e+00, time=2025-04-08 06:15:57 
jj1 = 667, max_th = 1.978639e+00, time=2025-04-08 06:20:04 
jj1 = 539, max_th = 2.221342e+00, time=2025-04-08 06:24:13 
jj1 = 725, max_th = 1.820971e+00, time=2025-04-08 06:25:45 
jj1 = 142, max_th = 1.373548e+00, time=2025-04-08 06:26:38 
jj1 = 62, max_th = 1.679712e+00, time=2025-04-08 06:26:39 
jj1 = 702, max_th = 2.337105e+00, time=2025-04-08 06:27:17 
jj1 = 566, max_th = 2.100443e+00, time=2025-04-08 06:28:56 
jj1 = 768, max_th = 1.961203e+00, time=2025-04-08 06:31:53 
jj1 = 601, max_th = 1.736564e+00, time=2025-04-08 06:34:25 
jj1 = 623, max_th = 1.718778e+00, time=2025-04-08 06:34:42 
jj1 = 579, max_th = 2.355372e+00, time=2025-04-08 06:35:15 
jj1 = 685, max_th = 2.143128e+00, time=2025-04-08 06:36:34 
jj1 = 61, max_th = 1.399822e+00, time=2025-04-08 06:36:47 
jj1 = 767, max_th = 9.539803e-01, time=2025-04-08 06:38:26 
jj1 = 666, max_th = 2.248129e+00, time=2025-04-08 06:40:45 
jj1 = 141, max_th = 2.577928e+00, time=2025-04-08 06:41:34 
jj1 = 766, max_th = 9.083672e-01, time=2025-04-08 06:42:31 
jj1 = 565, max_th = 2.540500e+00, time=2025-04-08 06:42:50 
jj1 = 600, max_th = 1.346805e+00, time=2025-04-08 06:43:43 
jj1 = 578, max_th = 1.298870e+00, time=2025-04-08 06:46:04 
jj1 = 564, max_th = 9.740384e-01, time=2025-04-08 06:46:38 
jj1 = 140, max_th = 1.064891e+00, time=2025-04-08 06:49:34 
jj1 = 538, max_th = 2.183312e+00, time=2025-04-08 06:50:02 
jj1 = 701, max_th = 1.618457e+00, time=2025-04-08 06:51:11 
jj1 = 577, max_th = 4.190238e+00, time=2025-04-08 06:52:25 
jj1 = 139, max_th = 5.789104e-01, time=2025-04-08 06:53:18 
jj1 = 622, max_th = 1.812657e+00, time=2025-04-08 06:56:07 
jj1 = 684, max_th = 2.094548e+00, time=2025-04-08 06:56:26 
jj1 = 748, max_th = 2.122300e+00, time=2025-04-08 06:56:37 
jj1 = 621, max_th = 1.334533e+00, time=2025-04-08 06:58:47 
jj1 = 724, max_th = 2.278061e+00, time=2025-04-08 06:58:57 
jj1 = 665, max_th = 2.161080e+00, time=2025-04-08 06:59:35 
jj1 = 599, max_th = 1.497479e+00, time=2025-04-08 07:00:57 
jj1 = 537, max_th = 1.433888e+00, time=2025-04-08 07:02:02 
jj1 = 765, max_th = 1.686168e+00, time=2025-04-08 07:06:00 
jj1 = 700, max_th = 2.614782e+00, time=2025-04-08 07:06:27 
jj1 = 563, max_th = 2.029604e+00, time=2025-04-08 07:07:48 
jj1 = 683, max_th = 2.553087e+00, time=2025-04-08 07:08:11 
jj1 = 664, max_th = -1.121799e+00, time=2025-04-08 07:08:47 
jj1 = 598, max_th = 2.548186e+00, time=2025-04-08 07:10:59 
jj1 = 648, max_th = 2.366464e+00, time=2025-04-08 07:12:19 
jj1 = 723, max_th = 1.208479e+00, time=2025-04-08 07:12:45 
jj1 = 764, max_th = 8.940336e-01, time=2025-04-08 07:14:05 
jj1 = 562, max_th = 2.797590e+00, time=2025-04-08 07:15:26 
jj1 = 747, max_th = 1.804138e+00, time=2025-04-08 07:17:33 
jj1 = 576, max_th = 2.160701e+00, time=2025-04-08 07:19:33 
jj1 = 620, max_th = 1.760791e+00, time=2025-04-08 07:22:17 
jj1 = 536, max_th = 1.967308e+00, time=2025-04-08 07:22:48 
jj1 = 746, max_th = 2.646767e+00, time=2025-04-08 07:25:18 
jj1 = 682, max_th = 1.761230e+00, time=2025-04-08 07:26:59 
jj1 = 699, max_th = 2.232305e+00, time=2025-04-08 07:27:03 
jj1 = 698, max_th = 5.084595e-01, time=2025-04-08 07:28:12 
jj1 = 647, max_th = 2.520969e+00, time=2025-04-08 07:28:17 
jj1 = 663, max_th = 1.955241e+00, time=2025-04-08 07:31:06 
jj1 = 722, max_th = 2.155958e+00, time=2025-04-08 07:33:14 
jj1 = 763, max_th = 2.365448e+00, time=2025-04-08 07:33:46 
jj1 = 597, max_th = 2.319181e+00, time=2025-04-08 07:36:04 
jj1 = 745, max_th = 1.303422e+00, time=2025-04-08 07:36:37 
jj1 = 575, max_th = 1.923298e+00, time=2025-04-08 07:37:44 
jj1 = 697, max_th = 1.256851e+00, time=2025-04-08 07:38:37 
jj1 = 561, max_th = 1.887746e+00, time=2025-04-08 07:39:06 
jj1 = 681, max_th = 3.516734e+00, time=2025-04-08 07:40:46 
jj1 = 646, max_th = 2.534781e+00, time=2025-04-08 07:41:54 
jj1 = 535, max_th = 2.305358e+00, time=2025-04-08 07:42:54 
jj1 = 619, max_th = 2.010054e+00, time=2025-04-08 07:46:06 
jj1 = 696, max_th = 4.497566e+00, time=2025-04-08 07:47:31 
jj1 = 596, max_th = 1.202064e+00, time=2025-04-08 07:48:14 
jj1 = 721, max_th = 2.601903e+00, time=2025-04-08 07:48:38 
jj1 = 662, max_th = 1.643120e+00, time=2025-04-08 07:49:02 
jj1 = 744, max_th = 2.557487e+00, time=2025-04-08 07:49:40 
jj1 = 595, max_th = 3.119793e+00, time=2025-04-08 07:50:22 
jj1 = 661, max_th = 7.955028e-01, time=2025-04-08 07:50:54 
jj1 = 594, max_th = 2.796254e+00, time=2025-04-08 07:56:43 
jj1 = 680, max_th = 1.593506e+00, time=2025-04-08 07:56:55 
jj1 = 762, max_th = 2.127830e+00, time=2025-04-08 07:57:29 
jj1 = 574, max_th = 2.022650e+00, time=2025-04-08 07:59:58 
jj1 = 695, max_th = 2.429815e+00, time=2025-04-08 08:00:36 
jj1 = 560, max_th = 2.268370e+00, time=2025-04-08 08:02:02 
jj1 = 645, max_th = 2.607443e+00, time=2025-04-08 08:02:46 
jj1 = 743, max_th = 1.377812e+00, time=2025-04-08 08:03:11 
jj1 = 534, max_th = 2.113245e+00, time=2025-04-08 08:07:29 
jj1 = 618, max_th = 1.715566e+00, time=2025-04-08 08:07:35 
jj1 = 559, max_th = 2.644018e+00, time=2025-04-08 08:09:48 
jj1 = 679, max_th = 1.609250e+00, time=2025-04-08 08:11:36 
jj1 = 742, max_th = 1.499966e+00, time=2025-04-08 08:12:13 
jj1 = 761, max_th = 1.467129e+00, time=2025-04-08 08:13:51 
jj1 = 660, max_th = 2.064254e+00, time=2025-04-08 08:17:00 
jj1 = 533, max_th = 2.465068e+00, time=2025-04-08 08:18:34 
jj1 = 760, max_th = 2.932533e+00, time=2025-04-08 08:18:50 
jj1 = 573, max_th = 1.637983e+00, time=2025-04-08 08:19:18 
jj1 = 720, max_th = 1.373830e+00, time=2025-04-08 08:21:11 
jj1 = 593, max_th = 2.283108e+00, time=2025-04-08 08:22:23 
jj1 = 617, max_th = 1.654793e+00, time=2025-04-08 08:24:10 
jj1 = 694, max_th = 2.171974e+00, time=2025-04-08 08:24:22 
jj1 = 592, max_th = 2.660919e+00, time=2025-04-08 08:27:02 
jj1 = 759, max_th = 1.460666e+00, time=2025-04-08 08:31:01 
jj1 = 532, max_th = 2.499330e+00, time=2025-04-08 08:32:21 
